,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,BID,ASK,PX_MID,high,low
2012-03-27,82.82,83.39,82.64,83.17,83.16,83.19,83.174,83.39,82.64
2012-03-28,83.17,83.22,82.61,82.9,82.89,82.91,82.897,83.22,82.61
2012-03-29,82.9,82.97,81.91,82.46,82.45,82.47,82.457,82.97,81.91
2012-03-30,82.46,82.89,81.83,82.87,82.85,82.89,82.865,82.89,81.83
2012-04-02,82.85,83.3,81.88,82.08,82.07,82.08,82.076,83.3,81.88
2012-04-03,82.08,82.99,81.56,82.81,82.8,82.83,82.814,82.99,81.56
2012-04-04,82.81,82.94,82.1,82.46,82.45,82.48,82.462,82.94,82.1
2012-04-05,82.46,82.47,81.83,82.37,82.37,82.38,82.372,82.47,81.83
2012-04-06,82.37,82.56,81.31,81.64,81.63,81.65,81.641,82.56,81.31
2012-04-09,81.5,81.67,81.2,81.49,81.49,81.5,81.492,81.67,81.2
2012-04-10,81.49,81.87,80.65,80.67,80.67,80.68,80.674,81.87,80.65
2012-04-11,80.67,81.12,80.57,80.86,80.85,80.87,80.86,81.12,80.57
2012-04-12,80.86,81.13,80.74,80.89,80.88,80.89,80.889,81.13,80.74
2012-04-13,80.89,81.2,80.83,80.93,80.92,80.94,80.93,81.2,80.83
2012-04-16,80.85,81.0,80.3,80.41,80.4,80.41,80.407,81.0,80.3
2012-04-17,80.41,80.93,80.34,80.85,80.84,80.85,80.845,80.93,80.34
2012-04-18,80.85,81.57,80.84,81.26,81.25,81.26,81.256,81.57,80.84
2012-04-19,81.26,81.74,81.17,81.61,81.6,81.61,81.605,81.74,81.17
2012-04-20,81.61,81.78,81.48,81.52,81.51,81.53,81.523,81.78,81.48
2012-04-23,81.52,81.67,80.97,81.18,81.18,81.19,81.184,81.67,80.97
2012-04-24,81.18,81.39,80.86,81.32,81.31,81.32,81.316,81.39,80.86
2012-04-25,81.32,81.69,81.08,81.34,81.34,81.35,81.344,81.69,81.08
2012-04-26,81.34,81.42,80.67,80.99,80.99,81.0,80.993,81.42,80.67
2012-04-27,80.99,81.45,80.22,80.27,80.26,80.28,80.27,81.45,80.22
2012-04-30,80.28,80.39,79.74,79.82,79.82,79.83,79.821,80.39,79.74
2012-05-01,79.82,80.3,79.64,80.09,80.09,80.1,80.092,80.3,79.64
2012-05-02,80.09,80.61,80.05,80.14,80.13,80.15,80.14,80.61,80.05
2012-05-03,80.14,80.55,80.1,80.18,80.18,80.19,80.185,80.55,80.1
2012-05-04,80.18,80.39,79.8,79.85,79.84,79.86,79.85,80.39,79.8
2012-05-07,79.85,80.0,79.65,79.92,79.91,79.92,79.916,80.0,79.65
2012-05-08,79.92,80.08,79.71,79.87,79.87,79.88,79.872,80.08,79.71
2012-05-09,79.87,79.94,79.43,79.64,79.63,79.64,79.635,79.94,79.43
2012-05-10,79.64,80.02,79.61,79.93,79.92,79.93,79.928,80.02,79.61
2012-05-11,79.93,79.99,79.73,79.94,79.93,79.94,79.936,79.99,79.73
2012-05-14,79.99,80.19,79.68,79.85,79.84,79.85,79.847,80.19,79.68
2012-05-15,79.85,80.33,79.81,80.18,80.17,80.19,80.182,80.33,79.81
2012-05-16,80.18,80.55,80.16,80.33,80.33,80.34,80.33,80.55,80.16
2012-05-17,80.33,80.4,79.14,79.28,79.27,79.28,79.278,80.4,79.14
2012-05-18,79.28,79.46,79.0,79.02,79.01,79.03,79.02,79.46,79.0
2012-05-21,79.07,79.45,79.03,79.31,79.3,79.31,79.306,79.45,79.03
2012-05-22,79.31,80.15,79.27,79.96,79.96,79.97,79.961,80.15,79.27
2012-05-23,79.96,80.08,79.21,79.47,79.46,79.48,79.47,80.08,79.21
2012-05-24,79.47,79.64,79.34,79.6,79.6,79.61,79.6,79.64,79.34
2012-05-25,79.6,79.82,79.5,79.68,79.67,79.69,79.684,79.82,79.5
2012-05-28,79.72,79.73,79.34,79.47,79.47,79.48,79.471,79.73,79.34
2012-05-29,79.47,79.64,79.37,79.49,79.49,79.5,79.493,79.64,79.37
2012-05-30,79.49,79.57,78.87,79.07,79.06,79.08,79.073,79.57,78.87
2012-05-31,79.07,79.13,78.21,78.32,78.31,78.32,78.315,79.13,78.21
2012-06-01,78.32,78.71,77.66,78.02,78.01,78.02,78.015,78.71,77.66
2012-06-04,78.09,78.45,77.99,78.34,78.34,78.35,78.344,78.45,77.99
2012-06-05,78.34,78.97,78.11,78.75,78.74,78.76,78.749,78.97,78.11
2012-06-06,78.75,79.28,78.61,79.19,79.18,79.2,79.19,79.28,78.61
2012-06-07,79.19,79.8,79.16,79.63,79.62,79.64,79.63,79.8,79.16
2012-06-08,79.63,79.75,79.11,79.49,79.48,79.5,79.489,79.75,79.11
2012-06-11,79.65,79.83,79.36,79.44,79.43,79.45,79.443,79.83,79.36
2012-06-12,79.44,79.69,79.17,79.53,79.52,79.53,79.527,79.69,79.17
2012-06-13,79.53,79.75,79.3,79.48,79.47,79.49,79.482,79.75,79.3
2012-06-14,79.48,79.49,79.16,79.35,79.34,79.35,79.346,79.49,79.16
2012-06-15,79.35,79.51,78.61,78.73,78.71,78.74,78.725,79.51,78.61
2012-06-18,79.27,79.33,78.64,79.11,79.1,79.11,79.109,79.33,78.64
2012-06-19,79.11,79.14,78.85,78.95,78.94,78.96,78.95,79.14,78.85
2012-06-20,78.95,79.7,78.79,79.54,79.53,79.54,79.535,79.7,78.79
2012-06-21,79.54,80.33,79.39,80.28,80.27,80.29,80.28,80.33,79.39
2012-06-22,80.28,80.57,80.01,80.43,80.42,80.44,80.425,80.57,80.01
2012-06-25,80.16,80.62,79.44,79.66,79.66,79.67,79.663,80.62,79.44
2012-06-26,79.66,79.79,79.23,79.52,79.51,79.52,79.515,79.79,79.23
2012-06-27,79.52,79.87,79.36,79.72,79.71,79.73,79.72,79.87,79.36
2012-06-28,79.72,79.76,79.22,79.46,79.45,79.46,79.455,79.76,79.22
2012-06-29,79.46,79.99,79.14,79.79,79.79,79.8,79.795,79.99,79.14
2012-07-02,79.61,79.98,79.31,79.51,79.51,79.52,79.513,79.98,79.31
2012-07-03,79.51,79.93,79.41,79.79,79.78,79.79,79.788,79.93,79.41
2012-07-04,79.79,79.89,79.59,79.88,79.87,79.88,79.875,79.89,79.59
2012-07-05,79.88,80.1,79.56,79.92,79.91,79.93,79.92,80.1,79.56
2012-07-06,79.92,80.02,79.5,79.66,79.65,79.67,79.66,80.02,79.5
2012-07-09,79.62,79.77,79.43,79.56,79.55,79.56,79.555,79.77,79.43
2012-07-10,79.56,79.6,79.21,79.43,79.42,79.43,79.428,79.6,79.21
2012-07-11,79.43,79.79,79.14,79.76,79.76,79.77,79.763,79.79,79.14
2012-07-12,79.76,79.95,79.18,79.31,79.3,79.32,79.309,79.95,79.18
2012-07-13,79.31,79.39,79.07,79.18,79.17,79.19,79.175,79.39,79.07
2012-07-16,79.24,79.32,78.69,78.87,78.86,78.87,78.865,79.32,78.69
2012-07-17,78.87,79.17,78.79,79.06,79.06,79.07,79.064,79.17,78.79
2012-07-18,79.06,79.16,78.76,78.8,78.8,78.81,78.804,79.16,78.76
2012-07-19,78.8,78.82,78.43,78.59,78.58,78.59,78.588,78.82,78.43
2012-07-20,78.59,78.81,78.45,78.49,78.48,78.5,78.491,78.81,78.45
2012-07-23,78.47,78.61,77.94,78.4,78.39,78.41,78.399,78.61,77.94
2012-07-24,78.4,78.41,78.1,78.18,78.17,78.18,78.176,78.41,78.1
2012-07-25,78.18,78.28,78.07,78.16,78.16,78.17,78.165,78.28,78.07
2012-07-26,78.16,78.32,78.02,78.21,78.2,78.21,78.206,78.32,78.02
2012-07-27,78.2,78.68,78.08,78.46,78.43,78.48,78.455,78.68,78.08
2012-07-30,78.38,78.63,78.12,78.18,78.17,78.18,78.176,78.63,78.12
2012-07-31,78.18,78.31,78.04,78.12,78.12,78.13,78.123,78.31,78.04
2012-08-01,78.12,78.5,77.91,78.44,78.43,78.44,78.435,78.5,77.91
2012-08-02,78.44,78.54,78.12,78.24,78.24,78.25,78.244,78.54,78.12
2012-08-03,78.24,78.77,78.07,78.47,78.46,78.48,78.468,78.77,78.07
2012-08-06,78.52,78.65,78.15,78.25,78.24,78.25,78.247,78.65,78.15
2012-08-07,78.25,78.74,78.16,78.61,78.6,78.61,78.605,78.74,78.16
2012-08-08,78.61,78.66,78.24,78.43,78.43,78.44,78.431,78.66,78.24
2012-08-09,78.43,78.79,78.29,78.57,78.56,78.57,78.565,78.79,78.29
2012-08-10,78.57,78.64,78.16,78.28,78.27,78.29,78.277,78.64,78.16
2012-08-13,78.27,78.38,78.16,78.32,78.31,78.33,78.32,78.38,78.16
2012-08-14,78.32,78.93,78.3,78.74,78.73,78.74,78.736,78.93,78.3
2012-08-15,78.74,79.05,78.59,78.99,78.99,79.0,78.994,79.05,78.59
2012-08-16,78.99,79.41,78.92,79.35,79.34,79.35,79.345,79.41,78.92
2012-08-17,79.35,79.58,79.24,79.56,79.56,79.57,79.564,79.58,79.24
2012-08-20,79.5,79.66,79.32,79.43,79.42,79.43,79.425,79.66,79.32
2012-08-21,79.43,79.53,79.22,79.29,79.28,79.29,79.285,79.53,79.22
2012-08-22,79.29,79.38,78.28,78.58,78.57,78.59,78.581,79.38,78.28
2012-08-23,78.58,78.7,78.36,78.49,78.49,78.5,78.493,78.7,78.36
2012-08-24,78.49,78.72,78.45,78.67,78.67,78.68,78.673,78.72,78.45
2012-08-27,78.66,78.84,78.57,78.74,78.74,78.75,78.745,78.84,78.57
2012-08-28,78.74,78.77,78.46,78.51,78.5,78.52,78.51,78.77,78.46
2012-08-29,78.51,78.79,78.48,78.71,78.7,78.71,78.708,78.79,78.48
2012-08-30,78.71,78.75,78.5,78.63,78.62,78.64,78.627,78.75,78.5
2012-08-31,78.63,78.66,78.19,78.39,78.38,78.39,78.385,78.66,78.19
2012-09-03,78.3,78.4,78.2,78.26,78.25,78.26,78.256,78.4,78.2
2012-09-04,78.26,78.47,78.25,78.43,78.42,78.44,78.429,78.47,78.25
2012-09-05,78.43,78.54,78.3,78.39,78.39,78.4,78.393,78.54,78.3
2012-09-06,78.39,79.03,78.38,78.86,78.86,78.87,78.86,79.03,78.38
2012-09-07,78.86,79.02,78.02,78.24,78.23,78.24,78.236,79.02,78.02
2012-09-10,78.21,78.33,78.19,78.29,78.28,78.29,78.286,78.33,78.19
2012-09-11,78.29,78.29,77.7,77.77,77.76,77.78,77.77,78.29,77.7
2012-09-12,77.77,77.97,77.74,77.86,77.85,77.86,77.855,77.97,77.74
2012-09-13,77.86,77.89,77.13,77.49,77.49,77.5,77.49,77.89,77.13
2012-09-14,77.49,78.4,77.46,78.39,78.39,78.4,78.392,78.4,77.46
2012-09-17,78.33,78.93,78.16,78.71,78.7,78.71,78.705,78.93,78.16
2012-09-18,78.71,78.88,78.49,78.82,78.81,78.82,78.815,78.88,78.49
2012-09-19,78.82,79.22,78.26,78.38,78.38,78.39,78.38,79.22,78.26
2012-09-20,78.38,78.46,78.02,78.24,78.24,78.25,78.243,78.46,78.02
2012-09-21,78.24,78.37,78.11,78.17,78.16,78.17,78.166,78.37,78.11
2012-09-24,78.12,78.28,77.81,77.85,77.85,77.86,77.85,78.28,77.81
2012-09-25,77.85,77.94,77.66,77.8,77.79,77.8,77.797,77.94,77.66
2012-09-26,77.8,77.91,77.59,77.75,77.74,77.75,77.745,77.91,77.59
2012-09-27,77.75,77.76,77.58,77.61,77.6,77.61,77.605,77.76,77.58
2012-09-28,77.61,78.11,77.44,77.96,77.95,77.96,77.955,78.11,77.44
2012-10-01,77.94,78.15,77.79,77.99,77.99,78.0,77.993,78.15,77.79
2012-10-02,77.99,78.22,77.97,78.16,78.15,78.16,78.155,78.22,77.97
2012-10-03,78.16,78.59,78.12,78.49,78.49,78.5,78.49,78.59,78.12
2012-10-04,78.49,78.72,78.3,78.48,78.48,78.49,78.481,78.72,78.3
2012-10-05,78.48,78.87,78.28,78.67,78.66,78.67,78.67,78.87,78.28
2012-10-08,78.71,78.76,78.08,78.33,78.33,78.34,78.333,78.76,78.08
2012-10-09,78.33,78.43,78.15,78.26,78.25,78.26,78.255,78.43,78.15
2012-10-10,78.26,78.37,78.13,78.18,78.18,78.19,78.185,78.37,78.13
2012-10-11,78.18,78.59,77.95,78.34,78.33,78.34,78.335,78.59,77.95
2012-10-12,78.34,78.54,78.29,78.44,78.44,78.45,78.443,78.54,78.29
2012-10-15,78.42,78.86,78.27,78.65,78.64,78.65,78.647,78.86,78.27
2012-10-16,78.65,78.97,78.62,78.89,78.88,78.89,78.885,78.97,78.62
2012-10-17,78.89,79.05,78.62,78.93,78.93,78.94,78.934,79.05,78.62
2012-10-18,78.93,79.47,78.9,79.28,79.27,79.28,79.275,79.47,78.9
2012-10-19,79.27,79.43,79.14,79.32,79.3,79.34,79.318,79.43,79.14
2012-10-22,79.36,79.96,79.22,79.94,79.94,79.95,79.943,79.96,79.22
2012-10-23,79.94,80.01,79.71,79.85,79.85,79.86,79.853,80.01,79.71
2012-10-24,79.85,79.93,79.69,79.81,79.8,79.81,79.805,79.93,79.69
2012-10-25,79.81,80.34,79.77,80.3,80.29,80.3,80.296,80.34,79.77
2012-10-26,80.3,80.38,79.5,79.65,79.64,79.66,79.648,80.38,79.5
2012-10-29,79.64,79.85,79.53,79.8,79.8,79.81,79.802,79.85,79.53
2012-10-30,79.8,80.14,79.28,79.63,79.62,79.64,79.63,80.14,79.28
2012-10-31,79.63,79.96,79.52,79.77,79.76,79.77,79.766,79.96,79.52
2012-11-01,79.77,80.21,79.76,80.12,80.12,80.13,80.124,80.21,79.76
2012-11-02,80.12,80.68,80.11,80.43,80.41,80.45,80.43,80.68,80.11
2012-11-05,80.36,80.56,80.15,80.29,80.28,80.29,80.287,80.56,80.15
2012-11-06,80.29,80.45,79.96,80.35,80.35,80.36,80.354,80.45,79.96
2012-11-07,80.35,80.42,79.76,80.0,79.99,80.0,79.995,80.42,79.76
2012-11-08,80.0,80.02,79.32,79.47,79.47,79.48,79.472,80.02,79.32
2012-11-09,79.47,79.61,79.08,79.49,79.48,79.5,79.488,79.61,79.08
2012-11-12,79.5,79.58,79.36,79.5,79.49,79.5,79.495,79.58,79.36
2012-11-13,79.5,79.64,79.21,79.38,79.38,79.39,79.383,79.64,79.21
2012-11-14,79.38,80.31,79.38,80.25,80.24,80.25,80.25,80.31,79.38
2012-11-15,80.25,81.46,80.12,81.17,81.16,81.17,81.168,81.46,80.12
2012-11-16,81.17,81.44,80.9,81.32,81.31,81.33,81.323,81.44,80.9
2012-11-19,81.26,81.59,81.09,81.41,81.41,81.42,81.414,81.59,81.09
2012-11-20,81.41,81.76,81.14,81.68,81.67,81.68,81.678,81.76,81.14
2012-11-21,81.68,82.55,81.65,82.52,82.52,82.53,82.525,82.55,81.65
2012-11-22,82.52,82.84,82.26,82.48,82.46,82.49,82.475,82.84,82.26
2012-11-23,82.47,82.51,82.06,82.4,82.39,82.4,82.395,82.51,82.06
2012-11-26,82.37,82.62,81.93,82.08,82.07,82.09,82.08,82.62,81.93
2012-11-27,82.08,82.32,81.86,82.15,82.15,82.16,82.155,82.32,81.86
2012-11-28,82.15,82.21,81.69,82.08,82.07,82.08,82.078,82.21,81.69
2012-11-29,82.08,82.22,81.91,82.12,82.11,82.12,82.116,82.22,81.91
2012-11-30,82.12,82.75,82.05,82.48,82.47,82.49,82.48,82.75,82.05
2012-12-03,82.29,82.51,82.0,82.25,82.24,82.25,82.245,82.51,82.0
2012-12-04,82.25,82.29,81.72,81.9,81.89,81.9,81.895,82.29,81.72
2012-12-05,81.9,82.48,81.8,82.47,82.46,82.48,82.47,82.48,81.8
2012-12-06,82.47,82.62,82.2,82.4,82.4,82.41,82.403,82.62,82.2
2012-12-07,82.4,82.83,82.18,82.49,82.47,82.51,82.49,82.83,82.18
2012-12-10,82.41,82.64,82.12,82.36,82.35,82.36,82.355,82.64,82.12
2012-12-11,82.36,82.58,82.31,82.52,82.51,82.52,82.518,82.58,82.31
2012-12-12,82.52,83.3,82.47,83.26,83.25,83.26,83.258,83.3,82.47
2012-12-13,83.26,83.67,83.13,83.65,83.64,83.65,83.646,83.67,83.13
2012-12-14,83.65,83.96,83.32,83.52,83.51,83.53,83.52,83.96,83.32
2012-12-17,84.3,84.48,83.61,83.89,83.88,83.89,83.885,84.48,83.61
2012-12-18,83.89,84.27,83.82,84.21,84.2,84.21,84.208,84.27,83.82
2012-12-19,84.21,84.62,84.17,84.41,84.4,84.42,84.41,84.62,84.17
2012-12-20,84.41,84.45,83.86,84.39,84.38,84.39,84.385,84.45,83.86
2012-12-21,84.39,84.45,83.86,84.24,84.23,84.24,84.239,84.45,83.86
2012-12-24,84.24,84.94,84.22,84.94,84.94,84.95,84.943,84.94,84.22
2012-12-25,84.94,84.96,84.6,84.77,84.77,84.78,84.772,84.96,84.6
2012-12-26,84.76,85.73,84.76,85.63,85.63,85.64,85.633,85.73,84.76
2012-12-27,85.63,86.15,85.48,86.1,86.09,86.11,86.1,86.15,85.48
2012-12-28,86.1,86.64,85.88,85.96,85.95,85.96,85.956,86.64,85.88
2012-12-31,85.89,86.79,85.67,86.75,86.74,86.75,86.745,86.79,85.67
2013-01-01,86.75,86.89,86.53,86.7,86.67,86.72,86.695,86.89,86.53
2013-01-02,86.69,87.35,86.54,87.34,87.34,87.35,87.343,87.35,86.54
2013-01-03,87.34,87.36,86.77,87.24,87.23,87.24,87.236,87.36,86.77
2013-01-04,87.24,88.41,87.23,88.15,88.14,88.16,88.152,88.41,87.23
2013-01-07,88.16,88.38,87.63,87.79,87.78,87.8,87.79,88.38,87.63
2013-01-08,87.79,87.83,86.9,87.05,87.04,87.06,87.05,87.83,86.9
2013-01-09,87.05,88.02,86.83,87.88,87.87,87.88,87.878,88.02,86.83
2013-01-10,87.88,88.79,87.86,88.78,88.78,88.79,88.782,88.79,87.86
2013-01-11,88.78,89.45,88.68,89.18,89.18,89.19,89.182,89.45,88.68
2013-01-14,89.27,89.67,89.09,89.48,89.47,89.48,89.476,89.67,89.09
2013-01-15,89.48,89.63,88.29,88.79,88.79,88.8,88.79,89.63,88.29
2013-01-16,88.79,88.87,87.79,88.38,88.37,88.39,88.38,88.87,87.79
2013-01-17,88.38,90.13,88.14,89.88,89.87,89.89,89.88,90.13,88.14
2013-01-18,89.88,90.21,89.64,90.1,90.09,90.1,90.095,90.21,89.64
2013-01-21,89.96,90.25,89.34,89.6,89.6,89.61,89.601,90.25,89.34
2013-01-22,89.6,90.13,88.37,88.71,88.7,88.71,88.705,90.13,88.37
2013-01-23,88.71,88.79,88.06,88.61,88.6,88.62,88.61,88.79,88.06
2013-01-24,88.61,90.56,88.42,90.33,90.32,90.33,90.325,90.56,88.42
2013-01-25,90.33,91.19,90.29,90.91,90.9,90.92,90.91,91.19,90.29
2013-01-28,91.06,91.26,90.57,90.86,90.85,90.86,90.855,91.26,90.57
2013-01-29,90.86,91.02,90.33,90.73,90.72,90.73,90.725,91.02,90.33
2013-01-30,90.73,91.41,90.66,91.08,91.07,91.09,91.08,91.41,90.66
2013-01-31,91.08,91.78,90.75,91.71,91.71,91.72,91.713,91.78,90.75
2013-02-01,91.71,92.97,91.62,92.77,92.75,92.79,92.773,92.97,91.62
2013-02-04,92.87,93.18,92.21,92.38,92.37,92.38,92.38,93.18,92.21
2013-02-05,92.38,93.66,91.98,93.63,93.62,93.64,93.632,93.66,91.98
2013-02-06,93.63,94.06,93.27,93.64,93.63,93.64,93.636,94.06,93.27
2013-02-07,93.64,93.92,93.08,93.63,93.63,93.64,93.63,93.92,93.08
2013-02-08,93.63,93.74,92.17,92.68,92.65,92.7,92.678,93.74,92.17
2013-02-11,92.74,94.46,92.37,94.32,94.32,94.33,94.323,94.46,92.37
2013-02-12,94.32,94.41,92.95,93.48,93.47,93.48,93.479,94.41,92.95
2013-02-13,93.48,93.78,92.83,93.39,93.38,93.4,93.39,93.78,92.83
2013-02-14,93.39,93.71,92.68,92.88,92.87,92.88,92.879,93.71,92.68
2013-02-15,92.88,93.84,92.23,93.5,93.49,93.51,93.5,93.84,92.23
2013-02-18,93.67,94.22,93.62,93.96,93.95,93.96,93.955,94.22,93.62
2013-02-19,93.96,93.97,93.29,93.57,93.57,93.58,93.575,93.97,93.29
2013-02-20,93.57,94.04,93.14,93.57,93.56,93.57,93.565,94.04,93.14
2013-02-21,93.56,93.87,92.77,93.11,93.1,93.11,93.106,93.87,92.77
2013-02-22,93.11,93.52,92.93,93.42,93.41,93.42,93.419,93.52,92.93
2013-02-25,93.89,94.77,90.88,91.82,91.81,91.82,91.815,94.77,90.88
2013-02-26,91.82,92.75,91.13,91.98,91.97,91.99,91.98,92.75,91.13
2013-02-27,91.98,92.44,91.14,92.24,92.23,92.24,92.235,92.44,91.14
2013-02-28,92.24,92.85,92.01,92.56,92.55,92.57,92.56,92.85,92.01
2013-03-01,92.56,93.68,92.44,93.59,93.58,93.6,93.59,93.68,92.44
2013-03-04,93.58,93.73,93.17,93.48,93.47,93.49,93.48,93.73,93.17
2013-03-05,93.48,93.54,92.92,93.29,93.28,93.3,93.29,93.54,92.92
2013-03-06,93.29,94.12,93.0,94.07,94.07,94.08,94.072,94.12,93.0
2013-03-07,94.07,95.09,93.79,94.82,94.82,94.83,94.823,95.09,93.79
2013-03-08,94.82,96.55,94.79,96.0,96.0,96.01,96.004,96.55,94.79
2013-03-11,96.0,96.36,95.89,96.28,96.28,96.29,96.283,96.36,95.89
2013-03-12,96.28,96.71,95.64,96.08,96.08,96.09,96.08,96.71,95.64
2013-03-13,96.08,96.26,95.45,96.13,96.12,96.13,96.125,96.26,95.45
2013-03-14,96.13,96.59,95.69,96.11,96.11,96.12,96.112,96.59,95.69
2013-03-15,96.11,96.28,95.08,95.28,95.27,95.29,95.28,96.28,95.08
2013-03-18,94.03,95.6,93.57,95.21,95.21,95.22,95.214,95.6,93.57
2013-03-19,95.21,95.75,94.72,95.16,95.15,95.17,95.162,95.75,94.72
2013-03-20,95.16,96.13,94.83,96.01,96.01,96.02,96.013,96.13,94.83
2013-03-21,96.01,96.11,94.56,94.9,94.9,94.91,94.905,96.11,94.56
2013-03-22,94.91,95.13,94.2,94.46,94.44,94.48,94.46,95.13,94.2
2013-03-25,94.33,94.96,93.53,94.17,94.17,94.18,94.17,94.96,93.53
2013-03-26,94.17,94.62,93.87,94.44,94.44,94.45,94.445,94.62,93.87
2013-03-27,94.45,94.91,94.02,94.46,94.45,94.46,94.455,94.91,94.02
2013-03-28,94.46,94.49,93.88,94.15,94.14,94.16,94.148,94.49,93.88
2013-03-29,94.15,94.3,93.93,94.22,94.15,94.28,94.215,94.3,93.93
2013-04-01,94.21,94.38,93.16,93.23,93.22,93.24,93.23,94.38,93.16
2013-04-02,93.23,93.56,92.57,93.44,93.43,93.45,93.44,93.56,92.57
2013-04-03,93.44,93.69,92.72,93.04,93.03,93.05,93.04,93.69,92.72
2013-04-04,93.04,96.41,92.74,96.34,96.33,96.34,96.338,96.41,92.74
2013-04-05,96.34,97.83,95.77,97.57,97.52,97.61,97.565,97.83,95.77
2013-04-08,97.57,99.39,97.57,99.36,99.35,99.36,99.355,99.39,97.57
2013-04-09,99.36,99.66,98.59,99.02,99.02,99.03,99.023,99.66,98.59
2013-04-10,99.02,99.88,98.91,99.78,99.77,99.78,99.775,99.88,98.91
2013-04-11,99.78,99.95,99.12,99.68,99.67,99.68,99.677,99.95,99.12
2013-04-12,99.68,99.81,98.09,98.37,98.36,98.38,98.37,99.81,98.09
2013-04-15,98.15,98.71,96.36,96.77,96.75,96.78,96.767,98.71,96.36
2013-04-16,96.77,98.16,95.8,97.54,97.53,97.54,97.535,98.16,95.8
2013-04-17,97.54,98.43,97.22,98.12,98.11,98.12,98.118,98.43,97.22
2013-04-18,98.12,98.53,97.63,98.17,98.17,98.18,98.17,98.53,97.63
2013-04-19,98.17,99.69,98.11,99.52,99.51,99.53,99.52,99.69,98.11
2013-04-22,99.69,99.9,98.98,99.23,99.22,99.24,99.23,99.9,98.98
2013-04-23,99.23,99.53,98.49,99.48,99.47,99.48,99.476,99.53,98.49
2013-04-24,99.48,99.76,99.19,99.51,99.5,99.52,99.51,99.76,99.19
2013-04-25,99.51,99.56,98.99,99.26,99.25,99.26,99.255,99.56,98.99
2013-04-26,99.26,99.42,97.56,98.05,98.02,98.07,98.045,99.42,97.56
2013-04-29,98.11,98.2,97.35,97.76,97.75,97.76,97.755,98.2,97.35
2013-04-30,97.76,98.13,97.01,97.45,97.45,97.46,97.451,98.13,97.01
2013-05-01,97.45,97.68,97.02,97.39,97.39,97.4,97.395,97.68,97.02
2013-05-02,97.39,98.39,97.09,97.94,97.93,97.94,97.935,98.39,97.09
2013-05-03,97.94,99.27,97.9,98.99,98.98,99.01,98.993,99.27,97.9
2013-05-06,99.08,99.45,98.98,99.33,99.32,99.34,99.329,99.45,98.98
2013-05-07,99.33,99.44,98.83,99.0,98.99,99.0,98.995,99.44,98.83
2013-05-08,99.0,99.15,98.58,99.01,99.0,99.01,99.005,99.15,98.58
2013-05-09,99.01,100.79,98.65,100.59,100.59,100.6,100.595,100.79,98.65
2013-05-10,100.59,101.98,100.54,101.62,101.61,101.63,101.62,101.98,100.54
2013-05-13,102.01,102.15,101.52,101.82,101.82,101.83,101.825,102.15,101.52
2013-05-14,101.83,102.43,101.26,102.42,102.41,102.42,102.415,102.43,101.26
2013-05-15,102.42,102.76,101.85,102.25,102.25,102.26,102.25,102.76,101.85
2013-05-16,102.25,102.68,101.83,102.26,102.25,102.27,102.26,102.68,101.83
2013-05-17,102.26,103.31,102.08,103.21,103.2,103.22,103.212,103.31,102.08
2013-05-20,103.12,103.15,101.97,102.27,102.26,102.27,102.268,103.15,101.97
2013-05-21,102.27,102.89,102.08,102.5,102.49,102.5,102.495,102.89,102.08
2013-05-22,102.5,103.74,102.35,103.16,103.15,103.16,103.155,103.74,102.35
2013-05-23,103.16,103.57,100.83,102.02,102.01,102.02,102.017,103.57,100.83
2013-05-24,102.02,102.59,100.67,101.31,101.3,101.31,101.305,102.59,100.67
2013-05-27,101.64,101.84,100.75,100.96,100.95,100.96,100.955,101.84,100.75
2013-05-28,100.96,102.5,100.95,102.37,102.37,102.38,102.371,102.5,100.95
2013-05-29,102.37,102.53,100.72,101.16,101.15,101.16,101.156,102.53,100.72
2013-05-30,101.16,101.8,100.47,100.73,100.73,100.74,100.732,101.8,100.47
2013-05-31,100.73,101.28,100.22,100.45,100.44,100.46,100.45,101.28,100.22
2013-06-03,100.57,100.72,98.87,99.53,99.52,99.53,99.525,100.72,98.87
2013-06-04,99.53,100.42,99.33,100.03,100.02,100.03,100.025,100.42,99.33
2013-06-05,100.02,100.46,98.97,99.06,99.05,99.06,99.058,100.46,98.97
2013-06-06,99.06,99.47,95.91,96.97,96.96,96.97,96.967,99.47,95.91
2013-06-07,96.97,97.78,94.99,97.56,97.54,97.58,97.56,97.78,94.99
2013-06-10,97.52,99.28,97.42,98.76,98.76,98.77,98.765,99.28,97.42
2013-06-11,98.76,99.06,95.6,96.03,96.02,96.03,96.026,99.06,95.6
2013-06-12,96.03,97.02,95.14,96.02,96.02,96.03,96.025,97.02,95.14
2013-06-13,96.02,96.1,93.79,95.37,95.37,95.38,95.372,96.1,93.79
2013-06-14,95.37,95.81,93.98,94.31,94.3,94.32,94.309,95.81,93.98
2013-06-17,94.27,95.22,94.09,94.51,94.5,94.51,94.505,95.22,94.09
2013-06-18,94.51,95.77,94.44,95.33,95.32,95.33,95.327,95.77,94.44
