,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,BID,ASK,PX_MID,high,low
2017-11-28,111.09,111.64,110.93,111.48,111.46,111.5,111.481,111.64,110.93
2017-11-29,111.48,112.15,111.38,111.93,111.91,111.94,111.926,112.15,111.38
2017-11-30,111.93,112.64,111.74,112.54,112.53,112.55,112.536,112.64,111.74
2017-12-01,112.54,112.87,111.41,112.17,112.04,112.29,112.166,112.87,111.41
2017-12-04,112.49,113.09,112.37,112.41,112.4,112.42,112.412,113.09,112.37
2017-12-05,112.41,112.87,112.38,112.6,112.57,112.63,112.598,112.87,112.38
2017-12-06,112.6,112.64,111.99,112.29,112.28,112.3,112.289,112.64,111.99
2017-12-07,112.29,113.16,112.22,113.09,113.08,113.09,113.086,113.16,112.22
2017-12-08,113.09,113.59,113.08,113.48,113.44,113.51,113.479,113.59,113.08
2017-12-11,113.47,113.69,113.24,113.56,113.55,113.57,113.562,113.69,113.24
2017-12-12,113.56,113.75,113.37,113.55,113.54,113.55,113.547,113.75,113.37
2017-12-13,113.55,113.58,112.46,112.54,112.53,112.55,112.537,113.58,112.46
2017-12-14,112.54,112.88,112.07,112.39,112.38,112.4,112.392,112.88,112.07
2017-12-15,112.39,112.74,112.03,112.6,112.57,112.64,112.603,112.74,112.03
2017-12-18,112.63,112.83,112.31,112.55,112.54,112.56,112.546,112.83,112.31
2017-12-19,112.55,113.08,112.51,112.89,112.88,112.89,112.886,113.08,112.51
2017-12-20,112.89,113.47,112.84,113.4,113.39,113.41,113.397,113.47,112.84
2017-12-21,113.4,113.64,113.2,113.33,113.32,113.33,113.326,113.64,113.2
2017-12-22,113.33,113.45,113.25,113.29,113.21,113.38,113.294,113.45,113.25
2017-12-25,113.36,113.48,113.1,113.26,113.19,113.32,113.255,113.48,113.1
2017-12-26,113.26,113.35,113.12,113.23,113.22,113.24,113.233,113.35,113.12
2017-12-27,113.23,113.38,113.15,113.35,113.34,113.36,113.351,113.38,113.15
2017-12-28,113.35,113.35,112.67,112.87,112.85,112.89,112.871,113.35,112.67
2017-12-29,112.87,112.97,112.47,112.69,112.61,112.78,112.694,112.97,112.47
2018-01-01,112.69,112.79,112.6,112.63,112.59,112.66,112.627,112.79,112.6
2018-01-02,112.63,112.79,112.06,112.29,112.27,112.31,112.288,112.79,112.06
2018-01-03,112.29,112.61,112.17,112.51,112.5,112.52,112.508,112.61,112.17
2018-01-04,112.51,112.86,112.48,112.75,112.74,112.75,112.746,112.86,112.48
2018-01-05,112.75,113.31,112.73,113.05,113.01,113.1,113.055,113.31,112.73
2018-01-08,113.06,113.39,112.88,113.09,113.08,113.11,113.095,113.39,112.88
2018-01-09,113.09,113.18,112.37,112.65,112.64,112.67,112.654,113.18,112.37
2018-01-10,112.65,112.79,111.27,111.44,111.43,111.45,111.435,112.79,111.27
2018-01-11,111.44,111.88,111.04,111.26,111.24,111.28,111.259,111.88,111.04
2018-01-12,111.26,111.69,110.92,111.06,110.99,111.13,111.058,111.69,110.92
2018-01-15,111.05,111.19,110.33,110.54,110.52,110.56,110.537,111.19,110.33
2018-01-16,110.54,110.98,110.25,110.45,110.43,110.48,110.454,110.98,110.25
2018-01-17,110.45,111.35,110.19,111.29,111.25,111.32,111.287,111.35,110.19
2018-01-18,111.29,111.48,110.7,111.11,111.09,111.13,111.108,111.48,110.7
2018-01-19,111.11,111.13,110.49,110.77,110.62,110.91,110.765,111.13,110.49
2018-01-22,110.63,111.22,110.53,110.92,110.91,110.93,110.921,111.22,110.53
2018-01-23,110.92,111.18,110.25,110.31,110.3,110.32,110.308,111.18,110.25
2018-01-24,110.31,110.34,108.97,109.22,109.21,109.24,109.224,110.34,108.97
2018-01-25,109.22,109.7,108.5,109.41,109.4,109.43,109.413,109.7,108.5
2018-01-26,109.41,109.77,108.28,108.58,108.53,108.62,108.576,109.77,108.28
2018-01-29,108.72,109.2,108.51,108.96,108.95,108.96,108.955,109.2,108.51
2018-01-30,108.96,109.2,108.42,108.78,108.77,108.79,108.779,109.2,108.42
2018-01-31,108.78,109.45,108.6,109.19,109.18,109.21,109.193,109.45,108.6
2018-02-01,109.19,109.75,109.1,109.4,109.39,109.42,109.402,109.75,109.1
2018-02-02,109.4,110.48,109.28,110.17,110.13,110.21,110.167,110.48,109.28
2018-02-05,110.13,110.29,108.99,109.09,109.05,109.12,109.089,110.29,108.99
2018-02-06,109.09,109.65,108.46,109.56,109.55,109.57,109.56,109.65,108.46
2018-02-07,109.56,109.72,108.92,109.33,109.31,109.35,109.331,109.72,108.92
2018-02-08,109.33,109.78,108.58,108.74,108.73,108.75,108.743,109.78,108.58
2018-02-09,108.74,109.31,108.05,108.8,108.76,108.83,108.797,109.31,108.05
2018-02-12,108.76,108.94,108.44,108.66,108.64,108.68,108.658,108.94,108.44
2018-02-13,108.66,108.78,107.41,107.82,107.81,107.84,107.822,108.78,107.41
2018-02-14,107.82,107.9,106.72,107.01,107.0,107.02,107.011,107.9,106.72
2018-02-15,107.01,107.02,106.04,106.13,106.11,106.15,106.134,107.02,106.04
2018-02-16,106.13,106.4,105.55,106.21,106.09,106.34,106.212,106.4,105.55
2018-02-19,106.28,106.73,106.1,106.59,106.58,106.61,106.594,106.73,106.1
2018-02-20,106.59,107.38,106.56,107.33,107.32,107.34,107.33,107.38,106.56
2018-02-21,107.33,107.9,107.28,107.78,107.77,107.78,107.776,107.9,107.28
2018-02-22,107.78,107.78,106.6,106.75,106.74,106.76,106.754,107.78,106.6
2018-02-23,106.75,107.13,106.51,106.89,106.85,106.92,106.886,107.13,106.51
2018-02-26,106.87,107.27,106.38,106.93,106.91,106.96,106.934,107.27,106.38
2018-02-27,106.93,107.68,106.79,107.33,107.32,107.34,107.331,107.68,106.79
2018-02-28,107.33,107.53,106.57,106.68,106.67,106.69,106.68,107.53,106.57
2018-03-01,106.68,107.2,106.16,106.24,106.22,106.26,106.24,107.2,106.16
2018-03-02,106.24,106.29,105.25,105.75,105.7,105.81,105.755,106.29,105.25
2018-03-05,105.64,106.24,105.35,106.2,106.19,106.21,106.203,106.24,105.35
2018-03-06,106.2,106.46,105.85,106.13,106.11,106.15,106.13,106.46,105.85
2018-03-07,106.13,106.22,105.46,106.07,106.06,106.09,106.073,106.22,105.46
2018-03-08,106.07,106.32,105.89,106.23,106.19,106.27,106.229,106.32,105.89
2018-03-09,106.23,107.05,106.17,106.82,106.8,106.84,106.817,107.05,106.17
2018-03-12,106.81,106.97,106.32,106.42,106.41,106.43,106.418,106.97,106.32
2018-03-13,106.42,107.29,106.26,106.58,106.57,106.59,106.577,107.29,106.26
2018-03-14,106.58,106.75,106.07,106.32,106.32,106.33,106.325,106.75,106.07
2018-03-15,106.32,106.41,105.79,106.34,106.32,106.36,106.342,106.41,105.79
2018-03-16,106.34,106.38,105.6,106.01,105.94,106.07,106.007,106.38,105.6
2018-03-19,105.94,106.31,105.68,106.1,106.09,106.1,106.096,106.31,105.68
2018-03-20,106.1,106.61,105.93,106.53,106.53,106.54,106.534,106.61,105.93
2018-03-21,106.53,106.64,105.88,106.05,106.04,106.06,106.051,106.64,105.88
2018-03-22,106.05,106.09,105.26,105.28,105.27,105.29,105.281,106.09,105.26
2018-03-23,105.28,105.37,104.64,104.74,104.69,104.79,104.739,105.37,104.64
2018-03-26,104.75,105.48,104.56,105.41,105.4,105.42,105.408,105.48,104.56
2018-03-27,105.41,105.9,105.33,105.34,105.32,105.35,105.337,105.9,105.33
2018-03-28,105.34,107.01,105.33,106.85,106.84,106.86,106.851,107.01,105.33
2018-03-29,106.85,106.93,106.27,106.43,106.42,106.45,106.434,106.93,106.27
2018-03-30,106.43,106.54,106.13,106.28,106.22,106.34,106.28,106.54,106.13
2018-04-02,106.22,106.45,105.66,105.89,105.88,105.91,105.895,106.45,105.66
2018-04-03,105.9,106.66,105.7,106.61,106.6,106.62,106.611,106.66,105.7
2018-04-04,106.61,106.85,105.99,106.78,106.77,106.78,106.777,106.85,105.99
2018-04-05,106.78,107.49,106.71,107.39,107.38,107.39,107.385,107.49,106.71
2018-04-06,107.39,107.46,106.78,106.93,106.9,106.95,106.927,107.46,106.78
2018-04-09,106.86,107.2,106.62,106.77,106.74,106.8,106.771,107.2,106.62
2018-04-10,106.77,107.4,106.62,107.2,107.19,107.21,107.201,107.4,106.62
2018-04-11,107.2,107.26,106.65,106.79,106.79,106.8,106.793,107.26,106.65
2018-04-12,106.79,107.43,106.7,107.33,107.3,107.35,107.327,107.43,106.7
2018-04-13,107.33,107.78,107.21,107.35,107.25,107.44,107.345,107.78,107.21
2018-04-16,107.35,107.61,107.04,107.12,107.11,107.13,107.117,107.61,107.04
2018-04-17,107.12,107.21,106.88,107.0,106.99,107.01,107.005,107.21,106.88
2018-04-18,107.01,107.39,107.0,107.23,107.22,107.24,107.234,107.39,107.0
2018-04-19,107.23,107.52,107.18,107.37,107.36,107.38,107.367,107.52,107.18
2018-04-20,107.37,107.86,107.36,107.66,107.62,107.7,107.659,107.86,107.36
2018-04-23,107.64,108.75,107.63,108.71,108.7,108.71,108.706,108.75,107.63
2018-04-24,108.71,109.2,108.54,108.82,108.81,108.83,108.817,109.2,108.54
2018-04-25,108.82,109.45,108.79,109.43,109.42,109.43,109.426,109.45,108.79
2018-04-26,109.43,109.47,109.07,109.3,109.29,109.31,109.301,109.47,109.07
2018-04-27,109.3,109.54,108.98,109.05,109.03,109.07,109.05,109.54,108.98
2018-04-30,109.06,109.45,109.02,109.34,109.33,109.35,109.34,109.45,109.02
2018-05-01,109.34,109.89,109.24,109.86,109.86,109.87,109.864,109.89,109.24
2018-05-02,109.86,110.04,109.6,109.84,109.83,109.85,109.84,110.04,109.6
2018-05-03,109.84,109.92,108.93,109.19,109.18,109.21,109.195,109.92,108.93
2018-05-04,109.19,109.27,108.65,109.12,109.08,109.16,109.121,109.27,108.65
2018-05-07,109.13,109.4,108.76,109.09,109.09,109.1,109.094,109.4,108.76
2018-05-08,109.09,109.35,108.83,109.13,109.12,109.13,109.126,109.35,108.83
2018-05-09,109.13,109.83,109.0,109.74,109.74,109.75,109.744,109.83,109.0
2018-05-10,109.74,110.02,109.32,109.4,109.39,109.41,109.398,110.02,109.32
2018-05-11,109.4,109.57,109.15,109.39,109.35,109.43,109.391,109.57,109.15
2018-05-14,109.34,109.67,109.21,109.66,109.65,109.67,109.658,109.67,109.21
2018-05-15,109.66,110.45,109.65,110.35,110.34,110.36,110.35,110.45,109.65
2018-05-16,110.35,110.41,110.04,110.4,110.39,110.4,110.396,110.41,110.04
2018-05-17,110.4,110.86,110.08,110.77,110.76,110.78,110.77,110.86,110.08
2018-05-18,110.77,111.08,110.61,110.78,110.74,110.82,110.78,111.08,110.61
2018-05-21,110.78,111.4,110.75,111.05,111.04,111.07,111.053,111.4,110.75
2018-05-22,111.05,111.19,110.8,110.9,110.89,110.9,110.898,111.19,110.8
2018-05-23,110.9,110.92,109.56,110.08,110.07,110.09,110.08,110.92,109.56
2018-05-24,110.08,110.12,108.96,109.26,109.25,109.27,109.257,110.12,108.96
2018-05-25,109.26,109.74,109.13,109.41,109.38,109.45,109.414,109.74,109.13
2018-05-28,109.49,109.83,109.24,109.42,109.41,109.43,109.417,109.83,109.24
2018-05-29,109.42,109.47,108.11,108.77,108.75,108.78,108.766,109.47,108.11
2018-05-30,108.77,109.07,108.35,108.91,108.9,108.91,108.908,109.07,108.35
2018-05-31,108.91,109.0,108.39,108.82,108.81,108.83,108.818,109.0,108.39
2018-06-01,108.82,109.73,108.72,109.54,109.49,109.59,109.54,109.73,108.72
2018-06-04,109.49,109.85,109.37,109.82,109.81,109.82,109.815,109.85,109.37
2018-06-05,109.82,110.0,109.47,109.79,109.78,109.8,109.791,110.0,109.47
2018-06-06,109.79,110.27,109.78,110.18,110.18,110.19,110.183,110.27,109.78
2018-06-07,110.18,110.22,109.48,109.7,109.69,109.71,109.701,110.22,109.48
2018-06-08,109.7,109.85,109.2,109.55,109.52,109.57,109.548,109.85,109.2
2018-06-11,109.51,110.12,109.23,110.03,110.03,110.04,110.035,110.12,109.23
2018-06-12,110.04,110.49,109.99,110.37,110.37,110.38,110.374,110.49,109.99
2018-06-13,110.37,110.85,110.27,110.34,110.34,110.35,110.342,110.85,110.27
2018-06-14,110.34,110.69,109.92,110.63,110.62,110.65,110.634,110.69,109.92
2018-06-15,110.63,110.9,110.39,110.66,110.61,110.71,110.663,110.9,110.39
2018-06-18,110.62,110.74,110.3,110.55,110.54,110.56,110.55,110.74,110.3
2018-06-19,110.55,110.57,109.55,110.06,110.05,110.07,110.059,110.57,109.55
2018-06-20,110.06,110.45,109.86,110.36,110.35,110.36,110.358,110.45,109.86
2018-06-21,110.36,110.76,109.84,109.99,109.96,110.02,109.989,110.76,109.84
2018-06-22,109.99,110.22,109.8,109.97,109.94,110.0,109.972,110.22,109.8
2018-06-25,109.95,110.04,109.37,109.77,109.74,109.8,109.772,110.04,109.37
2018-06-26,109.77,110.22,109.37,110.06,110.02,110.09,110.055,110.22,109.37
2018-06-27,110.06,110.49,109.69,110.26,110.25,110.27,110.262,110.49,109.69
2018-06-28,110.26,110.65,109.97,110.49,110.49,110.5,110.492,110.65,109.97
2018-06-29,110.49,110.94,110.38,110.76,110.66,110.87,110.764,110.94,110.38
2018-07-02,110.73,111.06,110.51,110.9,110.89,110.9,110.897,111.06,110.51
2018-07-03,110.9,111.14,110.51,110.59,110.56,110.63,110.593,111.14,110.51
2018-07-04,110.59,110.61,110.28,110.49,110.43,110.55,110.492,110.61,110.28
2018-07-05,110.49,110.72,110.29,110.64,110.6,110.68,110.637,110.72,110.29
2018-07-06,110.64,110.79,110.38,110.47,110.43,110.51,110.471,110.79,110.38
2018-07-09,110.43,110.9,110.3,110.85,110.84,110.85,110.846,110.9,110.3
2018-07-10,110.85,111.35,110.8,111.0,110.99,111.01,110.998,111.35,110.8
2018-07-11,111.0,112.17,110.77,112.01,111.99,112.04,112.012,112.17,110.77
2018-07-12,112.01,112.63,111.92,112.55,112.52,112.58,112.549,112.63,111.92
2018-07-13,112.55,112.8,112.28,112.38,112.32,112.44,112.38,112.8,112.28
2018-07-16,112.32,112.56,112.11,112.29,112.27,112.31,112.29,112.56,112.11
2018-07-17,112.29,112.93,112.23,112.88,112.86,112.9,112.88,112.93,112.23
2018-07-18,112.88,113.14,112.71,112.86,112.84,112.89,112.862,113.14,112.71
2018-07-19,112.86,113.17,112.06,112.47,112.45,112.49,112.469,113.17,112.06
2018-07-20,112.47,112.62,111.39,111.41,111.37,111.46,111.415,112.62,111.39
2018-07-23,111.43,111.54,110.75,111.35,111.34,111.36,111.346,111.54,110.75
2018-07-24,111.35,111.51,110.96,111.2,111.19,111.21,111.201,111.51,110.96
2018-07-25,111.2,111.38,110.67,110.98,110.97,110.99,110.976,111.38,110.67
2018-07-26,110.98,111.25,110.59,111.23,111.22,111.24,111.229,111.25,110.59
2018-07-27,111.23,111.25,110.8,111.05,111.0,111.1,111.049,111.25,110.8
2018-07-30,111.03,111.17,110.89,111.04,111.01,111.08,111.044,111.17,110.89
2018-07-31,111.04,111.96,110.75,111.86,111.83,111.88,111.855,111.96,110.75
2018-08-01,111.85,112.15,111.39,111.73,111.71,111.74,111.727,112.15,111.39
2018-08-02,111.73,111.74,111.32,111.66,111.65,111.67,111.658,111.74,111.32
2018-08-03,111.66,111.87,111.1,111.25,111.21,111.3,111.254,111.87,111.1
2018-08-06,111.24,111.53,111.15,111.4,111.4,111.41,111.405,111.53,111.15
2018-08-07,111.4,111.48,110.99,111.38,111.37,111.39,111.382,111.48,110.99
2018-08-08,111.38,111.44,110.84,110.98,110.95,111.01,110.98,111.44,110.84
2018-08-09,110.98,111.18,110.71,111.08,111.07,111.1,111.085,111.18,110.71
2018-08-10,111.08,111.17,110.51,110.83,110.72,110.94,110.83,111.17,110.51
2018-08-13,110.73,110.94,110.11,110.7,110.66,110.73,110.697,110.94,110.11
2018-08-14,110.69,111.32,110.59,111.15,111.14,111.16,111.151,111.32,110.59
2018-08-15,111.15,111.43,110.43,110.74,110.74,110.75,110.743,111.43,110.43
2018-08-16,110.74,111.12,110.46,110.9,110.88,110.91,110.896,111.12,110.46
2018-08-17,110.9,111.05,110.32,110.5,110.47,110.54,110.503,111.05,110.32
2018-08-20,110.52,110.68,110.02,110.07,110.06,110.07,110.068,110.68,110.02
2018-08-21,110.07,110.55,109.78,110.31,110.28,110.34,110.308,110.55,109.78
2018-08-22,110.31,110.62,110.03,110.56,110.55,110.56,110.556,110.62,110.03
2018-08-23,110.56,111.32,110.52,111.29,111.26,111.31,111.286,111.32,110.52
2018-08-24,111.29,111.49,111.11,111.24,111.2,111.28,111.241,111.49,111.11
2018-08-27,111.24,111.37,110.94,111.08,111.07,111.09,111.083,111.37,110.94
2018-08-28,111.08,111.36,110.96,111.19,111.18,111.2,111.192,111.36,110.96
2018-08-29,111.19,111.83,111.12,111.68,111.67,111.68,111.678,111.83,111.12
2018-08-30,111.68,111.76,110.96,110.98,110.96,111.01,110.984,111.76,110.96
2018-08-31,110.98,111.13,110.69,111.03,110.9,111.15,111.025,111.13,110.69
2018-09-03,111.05,111.19,110.85,111.07,111.01,111.12,111.066,111.19,110.85
2018-09-04,111.07,111.53,110.9,111.41,111.34,111.48,111.41,111.53,110.9
2018-09-05,111.41,111.76,111.37,111.53,111.52,111.54,111.53,111.76,111.37
2018-09-06,111.53,111.53,110.52,110.75,110.74,110.76,110.75,111.53,110.52
2018-09-07,110.75,111.25,110.38,110.99,110.96,111.03,110.993,111.25,110.38
2018-09-10,110.98,111.25,110.85,111.13,111.1,111.16,111.13,111.25,110.85
2018-09-11,111.13,111.64,111.07,111.63,111.63,111.64,111.633,111.64,111.07
2018-09-12,111.63,111.65,111.12,111.26,111.25,111.28,111.264,111.65,111.12
2018-09-13,111.26,112.0,111.17,111.92,111.92,111.93,111.925,112.0,111.17
2018-09-14,111.93,112.17,111.75,112.06,112.03,112.09,112.06,112.17,111.75
2018-09-17,111.99,112.12,111.76,111.85,111.83,111.86,111.848,112.12,111.76
2018-09-18,111.85,112.39,111.67,112.36,112.35,112.37,112.361,112.39,111.67
2018-09-19,112.36,112.45,112.16,112.28,112.26,112.3,112.282,112.45,112.16
2018-09-20,112.28,112.58,112.04,112.49,112.48,112.5,112.49,112.58,112.04
2018-09-21,112.49,112.87,112.43,112.59,112.54,112.64,112.587,112.87,112.43
2018-09-24,112.56,112.84,112.29,112.8,112.76,112.85,112.805,112.84,112.29
2018-09-25,112.8,112.98,112.74,112.97,112.97,112.98,112.975,112.98,112.74
2018-09-26,112.97,113.14,112.64,112.73,112.71,112.75,112.73,113.14,112.64
2018-09-27,112.73,113.47,112.56,113.38,113.36,113.41,113.382,113.47,112.56
2018-09-28,113.38,113.71,113.32,113.7,113.67,113.73,113.699,113.71,113.32
2018-10-01,113.64,114.06,113.59,113.93,113.89,113.97,113.929,114.06,113.59
2018-10-02,113.93,114.02,113.53,113.65,113.62,113.68,113.648,114.02,113.53
2018-10-03,113.65,114.54,113.52,114.53,114.53,114.54,114.534,114.54,113.52
2018-10-04,114.53,114.55,113.63,113.91,113.87,113.95,113.908,114.55,113.63
2018-10-05,113.9,114.1,113.56,113.72,113.67,113.77,113.72,114.1,113.56
2018-10-08,113.65,113.94,112.82,113.23,113.22,113.24,113.232,113.94,112.82
2018-10-09,113.23,113.39,112.87,112.96,112.95,112.96,112.956,113.39,112.87
2018-10-10,112.96,113.29,112.26,112.27,112.27,112.28,112.274,113.29,112.26
2018-10-11,112.27,112.53,111.83,112.16,112.16,112.17,112.164,112.53,111.83
2018-10-12,112.16,112.5,111.88,112.21,112.16,112.26,112.208,112.5,111.88
2018-10-15,112.15,112.28,111.63,111.77,111.76,111.78,111.77,112.28,111.63
2018-10-16,111.77,112.34,111.73,112.25,112.25,112.26,112.253,112.34,111.73
2018-10-17,112.25,112.68,112.02,112.65,112.63,112.66,112.646,112.68,112.02
2018-10-18,112.65,112.73,111.95,112.21,112.18,112.24,112.207,112.73,111.95
2018-10-19,112.21,112.65,112.14,112.55,112.5,112.6,112.547,112.65,112.14
2018-10-22,112.51,112.89,112.35,112.82,112.81,112.84,112.822,112.89,112.35
2018-10-23,112.82,112.84,111.96,112.44,112.43,112.45,112.443,112.84,111.96
2018-10-24,112.44,112.74,112.09,112.26,112.25,112.27,112.257,112.74,112.09
2018-10-25,112.26,112.67,111.82,112.42,112.4,112.44,112.422,112.67,111.82
2018-10-26,112.42,112.44,111.38,111.91,111.84,111.97,111.908,112.44,111.38
2018-10-29,111.89,112.56,111.78,112.37,112.36,112.39,112.374,112.56,111.78
2018-10-30,112.37,113.13,112.31,113.13,113.11,113.14,113.127,113.13,112.31
2018-10-31,113.13,113.39,112.81,112.94,112.93,112.96,112.944,113.39,112.81
2018-11-01,112.94,113.0,112.61,112.72,112.69,112.74,112.717,113.0,112.61
2018-11-02,112.72,113.32,112.56,113.2,113.16,113.25,113.204,113.32,112.56
2018-11-05,113.17,113.34,113.08,113.19,113.18,113.2,113.192,113.34,113.08
2018-11-06,113.19,113.5,113.1,113.43,113.41,113.45,113.431,113.5,113.1
2018-11-07,113.43,113.82,112.95,113.52,113.48,113.56,113.52,113.82,112.95
2018-11-08,113.52,114.08,113.48,114.07,114.06,114.07,114.065,114.08,113.48
2018-11-09,114.07,114.09,113.64,113.83,113.75,113.9,113.826,114.09,113.64
2018-11-12,113.79,114.21,113.65,113.84,113.83,113.85,113.838,114.21,113.65
2018-11-13,113.84,114.15,113.58,113.81,113.79,113.82,113.809,114.15,113.58
2018-11-14,113.81,114.01,113.3,113.63,113.61,113.64,113.625,114.01,113.3
2018-11-15,113.63,113.71,113.1,113.64,113.62,113.66,113.642,113.71,113.1
2018-11-16,113.64,113.65,112.64,112.83,112.81,112.85,112.829,113.65,112.64
2018-11-19,112.87,112.9,112.42,112.55,112.54,112.56,112.552,112.9,112.42
2018-11-20,112.55,112.84,112.31,112.77,112.74,112.8,112.77,112.84,112.31
2018-11-21,112.77,113.15,112.65,113.06,113.04,113.09,113.064,113.15,112.65
2018-11-22,113.07,113.22,112.89,112.95,112.93,112.97,112.949,113.22,112.89
2018-11-23,112.95,113.01,112.66,112.96,112.92,113.0,112.963,113.01,112.66
2018-11-26,112.94,113.65,112.88,113.58,113.56,113.61,113.585,113.65,112.88
2018-11-27,113.58,113.84,113.42,113.79,113.77,113.8,113.785,113.84,113.42
2018-11-28,113.79,114.04,113.44,113.68,113.67,113.69,113.68,114.04,113.44
2018-11-29,113.68,113.68,113.19,113.48,113.48,113.49,113.483,113.68,113.19
2018-11-30,113.48,113.71,113.34,113.57,113.4,113.74,113.572,113.71,113.34
2018-12-03,113.72,113.85,113.38,113.66,113.65,113.67,113.659,113.85,113.38
2018-12-04,113.66,113.66,112.58,112.77,112.75,112.79,112.771,113.66,112.58
2018-12-05,112.77,113.24,112.65,113.19,113.18,113.2,113.193,113.24,112.65
2018-12-06,113.19,113.21,112.24,112.68,112.66,112.69,112.675,113.21,112.24
2018-12-07,112.68,112.93,112.56,112.69,112.61,112.77,112.69,112.93,112.56
2018-12-10,112.65,113.37,112.24,113.33,113.31,113.36,113.335,113.37,112.24
2018-12-11,113.33,113.47,113.01,113.38,113.36,113.39,113.378,113.47,113.01
2018-12-12,113.38,113.52,113.14,113.29,113.27,113.3,113.286,113.52,113.14
2018-12-13,113.29,113.71,113.21,113.63,113.57,113.68,113.626,113.71,113.21
2018-12-14,113.63,113.67,113.22,113.39,113.34,113.43,113.387,113.67,113.22
2018-12-17,113.32,113.52,112.68,112.83,112.82,112.84,112.831,113.52,112.68
2018-12-18,112.83,112.86,112.25,112.52,112.5,112.54,112.52,112.86,112.25
2018-12-19,112.52,112.67,112.09,112.48,112.47,112.49,112.48,112.67,112.09
2018-12-20,112.48,112.6,110.81,111.28,111.28,111.29,111.285,112.6,110.81
2018-12-21,111.28,111.46,110.93,111.22,111.18,111.26,111.224,111.46,110.93
2018-12-24,110.92,111.19,110.27,110.45,110.42,110.48,110.45,111.19,110.27
2018-12-25,110.45,110.56,110.0,110.31,110.17,110.45,110.311,110.56,110.0
2018-12-26,110.31,111.41,110.14,111.37,111.35,111.38,111.367,111.41,110.14
2018-12-27,111.37,111.37,110.46,111.01,110.95,111.07,111.008,111.37,110.46
2018-12-28,111.01,111.03,110.15,110.27,110.2,110.34,110.268,111.03,110.15
2018-12-31,110.43,110.48,109.56,109.69,109.55,109.83,109.687,110.48,109.56
2019-01-01,109.69,109.82,109.57,109.74,109.65,109.82,109.736,109.82,109.57
2019-01-02,109.7,109.73,108.71,108.88,108.87,108.89,108.882,109.73,108.71
2019-01-03,108.88,108.92,104.87,107.68,107.64,107.71,107.675,108.92,104.87
2019-01-04,107.68,108.59,107.52,108.51,108.43,108.59,108.511,108.59,107.52
2019-01-07,108.53,108.78,108.02,108.72,108.7,108.74,108.719,108.78,108.02
2019-01-08,108.72,109.09,108.44,108.75,108.72,108.78,108.748,109.09,108.44
2019-01-09,108.75,109.0,107.97,108.17,108.15,108.19,108.17,109.0,107.97
2019-01-10,108.17,108.52,107.77,108.43,108.42,108.44,108.43,108.52,107.77
2019-01-11,108.43,108.6,108.15,108.48,108.38,108.59,108.482,108.6,108.15
2019-01-14,108.48,108.6,107.99,108.16,108.15,108.17,108.16,108.6,107.99
2019-01-15,108.16,108.77,108.14,108.68,108.63,108.72,108.675,108.77,108.14
2019-01-16,108.68,109.2,108.37,109.09,109.08,109.1,109.091,109.2,108.37
2019-01-17,109.09,109.4,108.69,109.26,109.24,109.28,109.258,109.4,108.69
2019-01-18,109.26,109.89,109.06,109.78,109.76,109.81,109.783,109.89,109.06
2019-01-21,109.75,109.77,109.48,109.67,109.65,109.68,109.667,109.77,109.48
2019-01-22,109.67,109.7,109.15,109.37,109.35,109.4,109.374,109.7,109.15
2019-01-23,109.37,110.0,109.33,109.6,109.58,109.63,109.604,110.0,109.33
2019-01-24,109.6,109.8,109.42,109.64,109.62,109.66,109.64,109.8,109.42
2019-01-25,109.64,109.95,109.46,109.55,109.52,109.58,109.551,109.95,109.46
2019-01-28,109.54,109.6,109.16,109.35,109.32,109.38,109.35,109.6,109.16
2019-01-29,109.35,109.54,109.13,109.4,109.38,109.41,109.395,109.54,109.13
2019-01-30,109.4,109.74,108.81,109.04,109.03,109.05,109.04,109.74,108.81
2019-01-31,109.04,109.07,108.5,108.89,108.83,108.94,108.886,109.07,108.5
2019-02-01,108.89,109.58,108.73,109.5,109.44,109.56,109.499,109.58,108.73
2019-02-04,109.5,110.16,109.43,109.89,109.85,109.93,109.891,110.16,109.43
2019-02-05,109.89,110.04,109.78,109.96,109.96,109.97,109.964,110.04,109.78
2019-02-06,109.96,110.05,109.56,109.97,109.96,109.99,109.974,110.05,109.56
2019-02-07,109.97,110.09,109.61,109.82,109.79,109.84,109.815,110.09,109.61
2019-02-08,109.82,109.9,109.65,109.73,109.69,109.78,109.733,109.9,109.65
2019-02-11,109.74,110.47,109.69,110.38,110.36,110.4,110.38,110.47,109.69
2019-02-12,110.38,110.65,110.35,110.48,110.45,110.51,110.479,110.65,110.35
2019-02-13,110.48,111.05,110.43,111.01,111.0,111.02,111.006,111.05,110.43
2019-02-14,111.01,111.13,110.46,110.48,110.46,110.5,110.479,111.13,110.46
2019-02-15,110.48,110.65,110.26,110.47,110.42,110.53,110.473,110.65,110.26
2019-02-18,110.44,110.65,110.39,110.62,110.59,110.65,110.617,110.65,110.39
2019-02-19,110.62,110.82,110.45,110.63,110.61,110.66,110.632,110.82,110.45
